number,value,datetime_start,datetime_complete,duration,params_batch_size,params_class_weighting,params_cnn_channels,params_dropout,params_focal_gamma,params_freq_mask_param,params_hidden_size,params_label_smoothing,params_learning_rate,params_loss_type,params_max_grad_norm,params_min_lr_ratio,params_mixup_alpha,params_mixup_prob,params_num_freq_masks,params_num_layers,params_num_time_masks,params_scheduler_type,params_speed_perturb_max,params_speed_perturb_min,params_speed_perturb_prob,params_time_mask_param,params_warmup_epochs,params_weight_decay,user_attrs_repeat_best_f1s,user_attrs_repeat_best_losses,user_attrs_repeat_mean_f1,user_attrs_repeat_robust_score,user_attrs_repeat_std_f1,state
124,0.6608579266917458,2026-05-03 07:46:07.112521,2026-05-03 07:48:24.193797,0 days 00:02:17.081276,64,True,80,0.20643387726686274,,10,192,0.029020804674372406,0.0008036566000177174,ce,1.0280355848453684,0.16665759611740946,0.3298104234536652,0.42255071722767346,2,1,1,warmup_cosine,1.1,0.9,0.12807844507599192,24,3,0.00011621509893200333,[0.6608579266917458],[1.0427424101520786],0.6608579266917458,0.6608579266917458,0.0,COMPLETE
125,0.6532033119305923,2026-05-03 07:48:24.295113,2026-05-03 07:51:08.112611,0 days 00:02:43.817498,64,True,80,0.20013668508602803,,10,192,0.034721998845359446,0.0007966737487324369,ce,1.051702451221219,0.1765121108970033,0.3274626255299271,0.3243063939450581,2,1,1,warmup_cosine,1.1,0.9,0.12876152811486113,24,3,0.00015380420810667776,[0.6532033119305923],[1.1629090028986941],0.6532033119305923,0.6532033119305923,0.0,COMPLETE
126,0.6040322139495344,2026-05-03 07:51:08.213328,2026-05-03 07:52:18.326295,0 days 00:01:10.112967,64,True,80,0.20703028092503076,,10,192,0.030132042119782078,0.0008447215622161851,ce,1.1565945123999002,0.16687573798024954,0.31517887936566596,0.4065669869175159,2,1,1,warmup_cosine,1.1,0.9,0.14190276964421888,24,3,0.0001300219916737529,,,,,,PRUNED
127,0.5185341364181065,2026-05-03 07:52:18.421223,2026-05-03 07:53:04.498944,0 days 00:00:46.077721,32,True,80,0.2175307411809431,,10,192,0.03328230886335147,0.0009096180450433029,ce,0.609224806124707,0.16554356107627188,0.33467623168668886,0.4226692822079847,2,1,1,warmup_cosine,1.1,0.9,0.13445251627781185,24,3,0.00011962929930062759,,,,,,PRUNED
128,0.4643220519692376,2026-05-03 07:53:04.605739,2026-05-03 07:53:29.859496,0 days 00:00:25.253757,64,False,48,0.21324502051911343,,10,192,0.040253111598809226,0.0009730181362922411,ce,1.0174149776580401,0.1335078512332071,0.2966187947995414,0.10235197130281182,2,3,1,warmup_cosine,1.1,0.9,0.12249007210831957,20,3,0.00022346897958643844,,,,,,PRUNED
129,0.662910648960588,2026-05-03 07:53:29.956949,2026-05-03 07:55:48.888402,0 days 00:02:18.931453,64,True,64,0.22511617923380667,,10,192,0.037586941615198835,0.000679154780609489,ce,0.6856275902367073,0.16171701897743382,0.31178906186071426,0.44783869139277155,2,1,1,warmup_cosine,1.1,0.9,0.10581779767870965,24,2,0.00011150513692170018,[0.662910648960588],[1.0290334935096814],0.662910648960588,0.662910648960588,0.0,COMPLETE
130,0.472983970103719,2026-05-03 07:55:48.997263,2026-05-03 07:56:12.139170,0 days 00:00:23.141907,64,True,64,0.2249507929760451,,10,192,0.03759376986678651,0.0006790836619257195,ce,0.9363324372130801,0.15498493179506365,0.3090687666605612,0.44566982341058153,2,1,1,warmup_cosine,1.1,0.9,0.08516126431089185,24,2,0.0001146032027373372,,,,,,PRUNED
131,0.47066347324557256,2026-05-03 07:56:12.235742,2026-05-03 07:56:38.334290,0 days 00:00:26.098548,64,True,64,0.30115649032447295,,12,192,0.042259902440280425,0.0007170318441473108,ce,1.8015328675787279,0.12494546254184022,0.3640852959821622,0.2997230020676679,2,3,2,plateau,1.1,0.9,0.10556589950724729,28,2,6.229782866737642e-05,,,,,,PRUNED
132,0.6761466907310171,2026-05-03 07:56:38.433999,2026-05-03 07:59:08.374139,0 days 00:02:29.940140,64,True,80,0.20576434632079002,,10,192,0.03526263589791531,0.0007520010467193404,ce,0.692738152231549,0.16191748012558047,0.3243702713080879,0.46865131861101667,2,1,1,warmup_cosine,1.1,0.9,0.11284624185660039,24,2,0.00015425188772123945,[0.6761466907310171],[1.0717942287310136],0.6761466907310171,0.6761466907310171,0.0,COMPLETE
133,0.49176781919794677,2026-05-03 07:59:08.472166,2026-05-03 07:59:34.979964,0 days 00:00:26.507798,64,True,64,0.20599676251265422,,10,192,0.028861635552970114,0.0007628783217074979,ce,0.6777298480562224,0.16099295453559742,0.3263864346271584,0.46657457702955796,2,1,1,warmup_cosine,1.1,0.9,0.09767697942003217,24,2,0.0001772593201056365,,,,,,PRUNED
134,0.6208519876459391,2026-05-03 07:59:35.075982,2026-05-03 08:01:00.963947,0 days 00:01:25.887965,64,True,64,0.20949254029984204,,10,192,0.03518377989283677,0.0008114081952833203,ce,0.5689670988053764,0.14531128356232595,0.34432836686900214,0.4357603675514738,2,1,1,warmup_cosine,1.1,0.9,0.11771202719234043,24,2,0.00015489393751341884,,,,,,PRUNED
135,0.5824067155918728,2026-05-03 08:01:01.061577,2026-05-03 08:01:50.629142,0 days 00:00:49.567565,64,True,64,0.21597167215565122,,10,192,0.03862467321528862,0.0006785060383419115,ce,0.615155388713106,0.16262758144225986,0.3533432485164564,0.4510886739904262,2,1,1,warmup_cosine,1.1,0.9,0.1133771214673994,24,2,0.00010295147135535496,,,,,,PRUNED
136,0.48927140036243605,2026-05-03 08:01:50.729400,2026-05-03 08:02:13.982841,0 days 00:00:23.253441,64,True,80,0.23396163806159187,,10,192,0.02637354394227672,0.0007614640042463258,ce,1.2182643184060404,0.17281827682512121,0.33713285634041346,0.3987918737480666,2,1,1,warmup_cosine,1.1,0.9,0.10826537332262824,24,2,9.255730018018986e-05,,,,,,PRUNED
137,0.39935530861137913,2026-05-03 08:02:14.081090,2026-05-03 08:02:38.552688,0 days 00:00:24.471598,64,True,48,0.20308431421119552,,10,192,0.03681998539422895,0.00013593117492767038,ce,0.7157057909443811,0.15154827519608532,0.30370172928054917,0.41654971250395145,2,2,1,warmup_cosine,1.1,0.9,0.09319975370493098,24,2,0.00018039834971367958,,,,,,PRUNED
138,0.504907002075341,2026-05-03 08:02:38.658059,2026-05-03 08:03:08.573680,0 days 00:00:29.915621,64,True,80,0.22010645966730905,,10,192,0.032486626939656864,0.0008616253575045337,ce,0.8239542295154259,0.2950638263627157,0.3182837472751401,0.43827057611428394,2,1,1,warmup_cosine,1.1,0.9,0.07925522222891476,24,3,7.864843494554175e-05,,,,,,PRUNED
139,0.4709846579442959,2026-05-03 08:03:08.688921,2026-05-03 08:03:51.075190,0 days 00:00:42.386269,32,True,48,0.2089459266571448,,10,192,0.03924666339211131,0.00072150207289593,ce,1.0940428704875824,0.27625157706993136,0.19539510212781205,0.45615015184977364,2,3,1,warmup_cosine,1.1,0.9,0.10001092153278938,24,2,0.00014298113180905185,,,,,,PRUNED
140,0.6215835970338203,2026-05-03 08:03:51.175849,2026-05-03 08:05:16.131973,0 days 00:01:24.956124,64,False,80,0.2265172869781789,,10,192,0.031012727756988084,0.0006547678441637276,ce,0.6512660888340015,0.13840398309160898,0.28819436437208934,0.4752333756051705,2,1,1,warmup_cosine,1.1,0.9,0.28224171730210806,36,3,6.997531452657561e-05,,,,,,PRUNED
141,0.5043903244634254,2026-05-03 08:05:16.229520,2026-05-03 08:05:45.978024,0 days 00:00:29.748504,64,True,48,0.21325185947533948,,10,320,0.02432164909619601,0.0007994194829246897,ce,0.7719458999182163,0.16626547245234374,0.328349546277818,0.3742869661724955,2,1,1,warmup_cosine,1.1,0.9,0.12179197100801084,24,2,0.00020714003887098285,,,,,,PRUNED
142,0.45786295610583505,2026-05-03 08:05:46.074928,2026-05-03 08:06:09.448775,0 days 00:00:23.373847,64,True,80,0.2207164799831757,,6,192,0.0350225147701716,0.0004545752059003929,ce,0.6966488020616596,0.177726458977392,0.3098673081525941,0.4640537772746704,2,1,1,warmup_cosine,1.1,0.9,0.12944624728864473,20,3,0.0001264291924641369,,,,,,PRUNED
143,0.4859603658006671,2026-05-03 08:06:09.548051,2026-05-03 08:06:32.922036,0 days 00:00:23.373985,64,True,80,0.2006626611339533,,10,192,0.03656042121555129,0.0005777778419404846,ce,0.7451926239321341,0.1861145123047302,0.1793514096257798,0.4295067550673384,2,1,1,warmup_cosine,1.1,0.9,0.1138447817552918,20,4,0.00011492563417539287,,,,,,PRUNED
144,0.4697226018464724,2026-05-03 08:06:33.017594,2026-05-03 08:06:56.545664,0 days 00:00:23.528070,64,True,80,0.20613834095729422,,6,192,0.021949311632084783,0.0007087757031033646,ce,1.6858988555407324,0.1590086045852521,0.16773408704111004,0.448024194652849,2,1,1,warmup_cosine,1.1,0.9,0.136056838728913,24,3,1.6993004610301207e-05,,,,,,PRUNED
145,0.461473249153929,2026-05-03 08:06:56.649370,2026-05-03 08:07:26.926194,0 days 00:00:30.276824,64,True,80,0.21412966226246893,,10,192,0.04037447435793921,0.0006422050702411392,ce,0.6466554813602364,0.18123316517657476,0.2987580968933054,0.4885292097007384,2,1,1,warmup_cosine,1.1,0.9,0.10275016544140678,20,2,2.6308160003379184e-05,,,,,,PRUNED
146,0.4682288365647875,2026-05-03 08:07:27.022211,2026-05-03 08:07:53.355354,0 days 00:00:26.333143,64,True,80,0.3009236544920941,2.007507335753389,14,192,0.04477580553225251,0.0007537430930199106,focal,1.3939299489602575,0.17217568944190573,0.3219176718003262,0.47782573692679514,2,3,3,plateau,1.1,0.9,0.15369797034052718,44,3,0.00026934026248759906,,,,,,PRUNED
147,0.445432335363154,2026-05-03 08:07:53.452485,2026-05-03 08:08:16.715235,0 days 00:00:23.262750,64,True,64,0.22361053414654133,,6,192,0.034364514842498695,0.0006168642174234316,ce,1.4785731578590098,0.19199899092810896,0.28769166884709096,0.42396204891151307,2,1,1,warmup_cosine,1.1,0.9,0.1274225825018072,24,4,8.227613767404134e-05,,,,,,PRUNED
148,0.39482608066702807,2026-05-03 08:08:16.817750,2026-05-03 08:08:43.488608,0 days 00:00:26.670858,64,True,80,0.30103156954459553,,12,192,0.04226912434152914,0.0008929923304872963,ce,0.7115477475691195,0.28608477415633093,0.15192242455654847,0.4116727625369678,4,3,2,warmup_cosine,1.1,0.9,0.14172007451121635,28,7,5.163343708390417e-05,,,,,,PRUNED
149,0.5824295055021314,2026-05-03 08:08:43.592760,2026-05-03 08:09:31.336619,0 days 00:00:47.743859,64,True,48,0.23157667423594414,,10,192,0.02897975478627252,0.0009985994381907302,ce,0.6795715455296647,0.2662962252833741,0.1881806351267885,0.3859635666150234,2,1,1,warmup_invsqrt,1.1,0.9,0.118547482104535,24,3,9.82907585774584e-05,,,,,,PRUNED
150,0.5768057361838614,2026-05-03 08:09:31.449748,2026-05-03 08:10:31.537537,0 days 00:01:00.087789,32,False,80,0.30099829057818633,,8,256,0.047557350703966716,0.0008269720162864183,ce,0.9720414829551027,0.06211358023813621,0.4001970845136403,0.43419405505495645,3,1,4,warmup_cosine,1.1,0.9,0.11091005692962344,28,4,5.139080650691875e-05,,,,,,PRUNED
151,0.47420009143185127,2026-05-03 08:10:31.635377,2026-05-03 08:10:57.408978,0 days 00:00:25.773601,64,True,48,0.2098310329988354,,4,192,0.03332421225980842,0.00026981243502847627,ce,0.5932398065036608,0.18569255871921037,0.2045095249854717,0.4590876863278056,2,3,1,warmup_cosine,1.1,0.9,0.09149559422396528,20,2,0.00014203137139632633,,,,,,PRUNED
152,0.4469616823484031,2026-05-03 08:10:57.510392,2026-05-03 08:11:21.035794,0 days 00:00:23.525402,64,True,80,0.2484880098049434,,8,192,0.026095350813356868,0.0006902588284154714,ce,0.9312952164561128,0.20076927323000415,0.22479692115655034,0.4426454962297732,1,1,1,warmup_cosine,1.1,0.9,0.03292277989291961,24,5,3.090040533655946e-05,,,,,,PRUNED
153,0.4712611406185877,2026-05-03 08:11:21.136460,2026-05-03 08:11:44.690612,0 days 00:00:23.554152,64,True,80,0.20003635132873068,,8,192,0.028154769927257246,0.0007825206523281366,ce,1.0314025679081729,0.2165015436046072,0.2561630681922257,0.42020067515513493,2,1,1,warmup_cosine,1.1,0.9,0.04824861210506304,24,5,3.542897891805391e-05,,,,,,PRUNED
154,0.4693715318614492,2026-05-03 08:11:44.796932,2026-05-03 08:12:08.133577,0 days 00:00:23.336645,64,True,80,0.21773579259177697,,10,192,0.030888085020879117,0.0007334117990739951,ce,0.7937178508382604,0.1973500961007415,0.23893638083757976,0.49264798028334356,2,1,1,warmup_cosine,1.1,0.9,0.12251408418886067,24,5,2.020238895926611e-05,,,,,,PRUNED
155,0.4259749963889613,2026-05-03 08:12:08.240344,2026-05-03 08:12:31.881223,0 days 00:00:23.640879,64,True,80,0.26520255570830237,,6,192,0.03789669255317593,0.0003120086461993461,ce,1.7443640229430954,0.16829352880736612,0.20938229189633828,0.42781429121639314,1,1,1,warmup_cosine,1.1,0.9,0.054657418587121746,24,3,2.9296868368905854e-05,,,,,,PRUNED
156,0.5951608771702875,2026-05-03 08:12:31.976724,2026-05-03 08:13:41.907069,0 days 00:01:09.930345,64,True,80,0.23787050571248855,,10,192,0.03583922559944401,0.0006959241485867767,ce,0.9876815924558708,0.1793133246196755,0.41438639562441887,0.40561436964153674,2,1,1,plateau,1.1,0.9,0.022786117062082185,24,3,2.3628589110179047e-05,,,,,,PRUNED
157,0.4780019772189575,2026-05-03 08:13:42.005072,2026-05-03 08:14:04.089438,0 days 00:00:22.084366,64,True,48,0.20455253380180405,,10,192,0.05680478255890814,0.00039310185554961203,ce,1.8464404004973436,0.15553384534430612,0.3155437394294579,0.35173647778606654,2,1,1,warmup_cosine,1.1,0.9,0.040779842682015364,20,5,8.600658320720309e-05,,,,,,PRUNED
158,0.4500843273583113,2026-05-03 08:14:04.196620,2026-05-03 08:14:31.065289,0 days 00:00:26.868669,64,True,80,0.3009307754039018,,8,192,0.042287832748274204,0.000672730161636286,ce,0.8723905634778409,0.1626649506735801,0.24702982006573135,0.4517295181380113,3,3,2,warmup_cosine,1.1,0.9,0.008046482930965267,40,6,5.135560152188207e-05,,,,,,PRUNED
159,0.46343166286293463,2026-05-03 08:14:31.162567,2026-05-03 08:14:55.020320,0 days 00:00:23.857753,64,False,48,0.27756317606797104,,6,192,0.03194049061390674,0.0007718473121903677,ce,0.5256209935835725,0.17182911856775296,0.19729548575124578,0.47073292240367076,2,2,1,warmup_cosine,1.1,0.9,0.10766402478405812,24,2,4.4658567373676326e-05,,,,,,PRUNED
160,0.48687521234310455,2026-05-03 08:14:55.120237,2026-05-03 08:15:18.601804,0 days 00:00:23.481567,64,True,80,0.22700213774805791,,10,192,0.027299438604506884,0.0008264520664122637,ce,1.0590225618713989,0.20719264008919183,0.21769338250130052,0.39456298536120604,1,1,1,warmup_cosine,1.1,0.9,0.1029736928751442,24,4,3.3931719946691616e-05,,,,,,PRUNED
161,0.47068994475864645,2026-05-03 08:15:18.702616,2026-05-03 08:15:42.111988,0 days 00:00:23.409372,64,True,80,0.3327895963223393,,10,192,0.07678997688638159,0.0005152429444230228,ce,1.125354836334406,0.1859457511995959,0.27453690753346277,0.43713881215785644,2,1,1,plateau,1.1,0.9,0.13178238836304418,24,3,1.569962070861246e-05,,,,,,PRUNED
162,0.4089058104842671,2026-05-03 08:15:42.212643,2026-05-03 08:16:06.796393,0 days 00:00:24.583750,64,True,64,0.30100620436359377,,8,192,0.10892858103256475,0.00022882265043559088,ce,0.6394382490535602,0.21133425243794443,0.23356172279575246,0.24728277877147906,3,2,2,warmup_invsqrt,1.1,0.9,0.14605198940408542,20,4,6.589031475173458e-05,,,,,,PRUNED
163,0.43806448198444714,2026-05-03 08:16:06.900324,2026-05-03 08:16:31.348545,0 days 00:00:24.448221,64,True,64,0.4490837898471169,,8,192,0.04163010530014602,0.000609091123504531,ce,0.7524865544113974,0.19231343630636366,0.1839044710143405,0.22329312563289455,3,2,3,warmup_invsqrt,1.1,0.9,0.2997586872217062,48,4,5.6086952166147073e-05,,,,,,PRUNED
164,0.47056169094435524,2026-05-03 08:16:31.449379,2026-05-03 08:16:55.687400,0 days 00:00:24.238021,64,True,64,0.3011105542225655,,8,192,0.12869116930795588,0.0005807669690795685,ce,0.6905946278077942,0.20287691452820975,0.2044650850344406,0.15492613405446734,3,2,3,warmup_invsqrt,1.1,0.9,0.13695676134557933,20,5,5.099872181033863e-05,,,,,,PRUNED
165,0.3693893453928422,2026-05-03 08:16:55.784190,2026-05-03 08:17:26.309337,0 days 00:00:30.525147,32,True,64,0.5420599073404724,,8,192,0.09831442807559007,0.0004250408635288526,ce,0.7283702062583067,0.2788144335881392,0.2116629464925013,0.4148543355617382,3,2,3,warmup_invsqrt,1.1,0.9,0.15800207011652306,32,4,5.1293626548315676e-05,,,,,,PRUNED
166,0.444686769728179,2026-05-03 08:17:26.422589,2026-05-03 08:17:52.775795,0 days 00:00:26.353206,64,True,64,0.3007059417097788,,8,192,0.041511220524906633,0.0006460352145537261,ce,0.8339309201923651,0.1484745771454032,0.3317282390995504,0.18653434721313544,2,3,2,warmup_cosine,1.1,0.9,0.1281046871088436,20,3,5.539579525376472e-05,,,,,,PRUNED
167,0.4109694891545483,2026-05-03 08:17:52.874777,2026-05-03 08:18:15.761719,0 days 00:00:22.886942,64,True,48,0.3854161204844867,1.5880661201057893,10,320,0.03440499359225968,0.0007285275431179142,focal,0.9096583944366424,0.19619372419987924,0.44147667618908615,0.26469018131342126,1,1,1,warmup_cosine,1.1,0.9,0.11535636366632102,20,4,7.498091858489423e-05,,,,,,PRUNED
168,0.4917526991241155,2026-05-03 08:18:15.863458,2026-05-03 08:18:41.939141,0 days 00:00:26.075683,64,False,80,0.30110018188110355,,10,192,0.04391141898443515,0.0009315777379022106,ce,0.6125113872040375,0.17418554009743456,0.3841856638477483,0.22639816004143304,3,3,4,warmup_invsqrt,1.1,0.9,0.14505378536378136,28,5,0.0004301733183800159,,,,,,PRUNED
169,0.43198123779104836,2026-05-03 08:18:42.039887,2026-05-03 08:19:04.096917,0 days 00:00:22.057030,64,True,48,0.36480019446995376,,4,192,0.03678768753508278,0.0006622097162897113,ce,0.9512257565064174,0.2917530089815699,0.3049036635552876,0.44508415158003806,1,1,1,warmup_cosine,1.1,0.9,0.015757095940140933,16,2,3.872884551259212e-05,,,,,,PRUNED
170,0.5076709306169744,2026-05-03 08:19:04.196254,2026-05-03 08:19:40.954141,0 days 00:00:36.757887,64,True,80,0.2101097592292534,,6,192,0.06219177161179473,0.0007922705640620207,ce,0.7905539085712064,0.1599603156926795,0.17270937626682142,0.3104164478398958,2,1,1,warmup_cosine,1.1,0.9,0.2444772841449682,24,3,4.32898215063718e-05,,,,,,PRUNED
171,0.47701447789372436,2026-05-03 08:19:41.063763,2026-05-03 08:20:08.334015,0 days 00:00:27.270252,64,True,48,0.3008201260067277,,8,256,0.041643384969841324,0.0007484380264248197,ce,0.6661611259311881,0.14237088249665106,0.19437759142407507,0.4281119212062714,2,3,2,plateau,1.1,0.9,0.12427478186986375,24,4,5.119104351925486e-05,,,,,,PRUNED
172,0.4113033085319898,2026-05-03 08:20:08.436085,2026-05-03 08:20:33.885160,0 days 00:00:25.449075,64,True,48,0.20007924243814068,,10,192,0.02929803709569522,0.00011773241748352978,ce,0.7343288757164246,0.148908368330119,0.18040713375244294,0.4203601951778286,2,3,1,warmup_cosine,1.1,0.9,0.0450937628170531,24,3,0.00010959928297478128,,,,,,PRUNED
173,0.47482111300294466,2026-05-03 08:20:33.989677,2026-05-03 08:20:59.914339,0 days 00:00:25.924662,64,True,48,0.20618746677581123,,10,192,0.02429645550894635,0.0007096859979589044,ce,0.8179655189318216,0.16458303789719528,0.22108398707322705,0.2814256713960819,2,3,1,warmup_cosine,1.1,0.9,0.034866845408507915,24,3,1.7184676998386286e-05,,,,,,PRUNED
174,0.5063299159069266,2026-05-03 08:21:00.012982,2026-05-03 08:21:33.048645,0 days 00:00:33.035663,64,True,48,0.21485587413243692,,10,192,0.03908332085254034,0.0008629773310464293,ce,0.7605292162537909,0.1541274145798754,0.16491514385370132,0.4013731840752584,2,3,1,warmup_cosine,1.1,0.9,0.06316505935967298,24,3,1.3345822011380322e-05,,,,,,PRUNED
175,0.4300349338163298,2026-05-03 08:21:33.146157,2026-05-03 08:21:58.680805,0 days 00:00:25.534648,64,True,48,0.20401452451949348,,10,192,0.0273335728852434,0.0005433070866577018,ce,0.6916302801788091,0.15755245517373828,0.18979637752554684,0.433073898863728,2,3,1,warmup_cosine,1.1,0.9,0.09492919959419166,24,3,1.926388806479752e-05,,,,,,PRUNED
176,0.5742386692246931,2026-05-03 08:21:58.778358,2026-05-03 08:23:01.077575,0 days 00:01:02.299217,64,True,48,0.21029893737249625,,10,192,0.03308274745724339,0.0007505978546035979,ce,1.8982567194353086,0.1665814756341584,0.3124297754454281,0.41030928855164306,2,3,1,warmup_cosine,1.1,0.9,0.07173135375329101,20,3,2.7789611354264465e-05,,,,,,PRUNED
177,0.6032560158441057,2026-05-03 08:23:01.187954,2026-05-03 08:24:11.381919,0 days 00:01:10.193965,64,True,80,0.2162258045820457,,10,192,0.03019643049360282,0.0008036143406514467,ce,0.8577746255582585,0.18206043185387236,0.13861874969657906,0.3650007268635779,2,1,1,warmup_cosine,1.1,0.9,0.029302774205242618,24,2,9.224000451806128e-05,,,,,,PRUNED
178,0.47000370023665444,2026-05-03 08:24:11.485701,2026-05-03 08:24:41.080369,0 days 00:00:29.594668,32,False,64,0.3011159900104786,,12,192,0.04146955963276892,0.000688197995234993,ce,0.8934563357514616,0.17679970270823472,0.1606013531661494,0.13170617564789983,3,2,2,warmup_cosine,1.1,0.9,0.2650171282613258,28,3,6.589693218181556e-05,,,,,,PRUNED
179,0.4645995672593448,2026-05-03 08:24:41.178969,2026-05-03 08:25:04.545125,0 days 00:00:23.366156,64,True,80,0.40709958495741966,,10,192,0.025142891535371793,0.0006306097828160563,ce,1.1940708830707725,0.2253344072253856,0.29552228536510367,0.48141594124625,2,1,1,warmup_cosine,1.1,0.9,0.11858541633441896,24,2,2.5501452928647623e-05,,,,,,PRUNED
180,0.38520175891995984,2026-05-03 08:25:04.645808,2026-05-03 08:25:30.479005,0 days 00:00:25.833197,64,True,48,0.3490098320787988,,6,192,0.0381812314708839,0.000596669282819588,ce,0.7945246886050445,0.15298207573766306,0.22829297483238803,0.46134592294324667,2,3,1,warmup_cosine,1.1,0.9,0.13592557413983264,20,4,1.4544396828503907e-05,,,,,,PRUNED
181,0.47898505786297235,2026-05-03 08:25:30.576443,2026-05-03 08:25:53.835787,0 days 00:00:23.259344,64,True,80,0.25401029025520655,,10,192,0.03139006175402578,0.0007179227800095581,ce,0.7118828682725682,0.23780209663919566,0.17757973367854646,0.4496019539539538,2,1,1,warmup_cosine,1.1,0.9,0.08733426075967861,24,5,2.2042329789069575e-05,,,,,,PRUNED
182,0.6191086152433859,2026-05-03 08:25:53.931752,2026-05-03 08:27:04.107252,0 days 00:01:10.175500,64,True,80,0.20568008102693708,,10,192,0.02876542361696549,0.0007794898491663491,ce,0.9036189392221277,0.18896084117769235,0.2547508927796652,0.43772507099470886,1,1,1,warmup_cosine,1.1,0.9,0.03862999179252513,20,4,2.9711724500774177e-05,,,,,,PRUNED
183,0.43400387367317816,2026-05-03 08:27:04.204603,2026-05-03 08:27:27.399158,0 days 00:00:23.194555,64,True,80,0.20435185191271302,,10,192,0.02651871382303079,0.0008388972938195109,ce,0.9213046769161565,0.18923384329448473,0.2640664527706266,0.422805387411855,1,1,1,warmup_cosine,1.1,0.9,0.020157104975242358,20,4,1.8273427519752628e-05,,,,,,PRUNED
184,0.4863422743129678,2026-05-03 08:27:27.510985,2026-05-03 08:27:51.134571,0 days 00:00:23.623586,64,True,80,0.22152948450320498,,10,192,0.02170841174625622,0.0008962590019804458,ce,0.9680448770379658,0.19942421513682787,0.3213856362509539,0.43101902015287297,1,1,1,warmup_cosine,1.1,0.9,0.022914999629530027,20,4,2.70927736198904e-05,,,,,,PRUNED
185,0.5357348439880137,2026-05-03 08:27:51.235343,2026-05-03 08:28:28.156549,0 days 00:00:36.921206,64,True,80,0.2113717881371773,,10,192,0.035881318569743276,0.0007392473336735919,ce,1.0069353612802001,0.17026066507011842,0.24288990021304788,0.44180396343335426,1,1,1,warmup_cosine,1.1,0.9,0.029020868137989483,20,4,3.257396584440255e-05,,,,,,PRUNED
186,0.6830858494291612,2026-05-03 08:28:28.254851,2026-05-03 08:31:28.782995,0 days 00:03:00.528144,64,True,80,0.20106125299308247,,10,192,0.03359513436382346,0.0008102814421521665,ce,0.8591908197771063,0.1607512542884864,0.23642915524169064,0.4064569475358951,2,1,1,plateau,1.1,0.9,0.10829652780814047,24,3,2.392649157903331e-05,[0.6830858494291612],[1.041056139291905],0.6830858494291612,0.6830858494291612,0.0,COMPLETE
187,0.4964128454845234,2026-05-03 08:31:28.887840,2026-05-03 08:31:51.164107,0 days 00:00:22.276267,64,True,48,0.20084622477254432,,10,192,0.03516009006075746,0.0007720171770489642,ce,0.8601508979534567,0.16170905060865315,0.19893865282943868,0.3904962198539661,2,1,1,plateau,1.1,0.9,0.10590568557010971,24,3,0.00010374799038325081,,,,,,PRUNED
188,0.5237534265137462,2026-05-03 08:31:51.290995,2026-05-03 08:32:28.189677,0 days 00:00:36.898682,64,True,80,0.20962184041731155,,10,192,0.032405942320584476,0.0006646841373758475,ce,0.8187995901513176,0.15795391859109323,0.22157996339938998,0.4015192577380257,2,1,1,plateau,1.1,0.9,0.11120956706344044,24,3,3.605536548380911e-05,,,,,,PRUNED
189,0.4695084898071032,2026-05-03 08:32:28.293557,2026-05-03 08:32:58.168917,0 days 00:00:29.875360,64,False,80,0.30101098060168785,,8,192,0.04155459456065565,0.0008177162927514775,ce,0.6340471026368014,0.16740905795768737,0.21102505739492908,0.4130907325015444,2,3,2,plateau,1.1,0.9,0.10020737065991386,24,3,5.120116546625718e-05,,,,,,PRUNED
190,0.5613020581263399,2026-05-03 08:32:58.270103,2026-05-03 08:33:42.984600,0 days 00:00:44.714497,64,True,48,0.2194849164553211,,6,192,0.03374017706142548,0.0008617596525439219,ce,0.768713594752959,0.14711524955162067,0.22813373161780778,0.216621975226351,2,1,1,plateau,1.1,0.9,0.11614095478862979,24,3,2.06347334567141e-05,,,,,,PRUNED
191,0.4616630004039155,2026-05-03 08:33:43.087472,2026-05-03 08:34:08.585087,0 days 00:00:25.497615,64,True,64,0.30090354766571503,1.7869564688779085,10,192,0.041415625975186734,0.00037244887952091215,focal,0.6700078500898005,0.15377841682540846,0.23902347464526102,0.37876067571349026,3,3,3,plateau,1.1,0.9,0.12583946606506835,28,2,5.126346578224658e-05,,,,,,PRUNED
192,0.5153026972279425,2026-05-03 08:34:08.684481,2026-05-03 08:34:38.891273,0 days 00:00:30.206792,64,True,80,0.2054591849816221,,10,192,0.029757309803983084,0.0007511110002649018,ce,0.8834645630033182,0.18119920058632108,0.24622323700461518,0.49984031088932124,1,1,1,warmup_cosine,1.1,0.9,0.10886433612208371,24,4,2.433106896760544e-05,,,,,,PRUNED
193,0.5970486819637529,2026-05-03 08:34:38.994883,2026-05-03 08:35:38.957230,0 days 00:00:59.962347,64,True,80,0.2009558965038465,,10,192,0.036495937033891396,0.0007083185845235156,ce,0.9550238979976251,0.17352290997173658,0.2845500225266955,0.4065330867517807,1,1,1,warmup_cosine,1.1,0.9,0.0007128593666731985,24,3,2.576010894594557e-05,,,,,,PRUNED
